LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
erweitern,verb,erweitern,erweitert,erweiterte,erweitert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
hören,verb,hören,hört,hörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
kosten,verb,kosten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
betreiben,verb,betreiben,betreibt,betrieb,betrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
renovieren,verb,renovieren,renoviert,renovierte,renoviert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
erweitern,verb,erweitern,erweitert,erweiterte,erweitert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
betragen,verb,betragen,beträgt,betrug,betragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
ermitteln,verb,ermitteln,ermittelt,ermittelte,ermittelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
strahlen,verb,strahlen,strahlt,strahlte,gestrahlt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
einstellen,verb,einstellen,einstellt,einstellte,eingestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlängern,verb,verlängern,verlängert,verlängerte,verlängert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
strahlen,verb,strahlen,strahlt,strahlte,gestrahlt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verlängert,verb,verlängert,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bestellen,verb,bestellen,bestellt,bestellte,bestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
sendete,verb,sendete,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
verwickeln,verb,verwickeln,verwickelt,verwickelte,verwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ermitteln,verb,ermitteln,ermittelt,ermittelte,ermittelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
klären,verb,klären,klärt,klärte,geklärt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
aufteilen,verb,aufteilen,aufteilt,aufteilte,aufgeteilt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bekanntgeben,verb,bekanntgeben,bekanntgibt,bekanntgab,bekanntgegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
zurückkehren,verb,zurückkehren,zurückkehrt,zurückkehrte,zurückgekehrt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
umfassen,verb,umfassen,umfasst,umfasste,umgefasst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wiederholen,verb,wiederholen,wiederholt,wiederholte,wiederholt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
konzentrieren,verb,konzentrieren,konzentriert,konzentrierte,konzentriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bieten,verb,bieten,bietet,bot,geboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
koproduzierte,verb,koproduzierte,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
ablösen,verb,ablösen,ablöst,ablöste,abgelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
anbieten,verb,anbieten,anbietet,anbot,angeboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
richten,verb,richten,richtet,richtete,gerichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
wechseln,verb,wechseln,wechselt,wechselte,gewechselt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
moderieren,verb,moderieren,moderiert,moderierte,moderiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
herstellen,verb,herstellen,herstellt,herstellte,hergestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
produzieren,verb,produzieren,produziert,produzierte,produziert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
bestehen,verb,bestehen,besteht,bestand,bestanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
steuern,verb,steuern,steuert,steuerte,gesteuert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
veröffentlichen,verb,veröffentlichen,veröffentlicht,veröffentlichte,veröffentlicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
folgen,verb,folgen,folgt,folgte,gefolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
erscheinen,verb,erscheinen,erscheint,erschien,erschienen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
handeln,verb,handeln,handelt,handelte,gehandelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Work,http://dbpedia.org/ontology/Person,von
lauten,verb,lauten,lautet,lautete,gelautet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ernennen,verb,ernennen,ernennt,ernannte,ernannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
anerkennen,verb,anerkennen,anerkennt,anerkannte,anerkannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
besitzen,verb,besitzen,besitzt,besaß,besessen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verfügen,verb,verfügen,verfügt,verfügte,verfügt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
untersuchen,verb,untersuchen,untersucht,untersuchte,untersucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
aktualisieren,verb,aktualisieren,aktualisiert,aktualisierte,aktualisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
besagen,verb,besagen,besagt,besagte,besagt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verstehen,verb,verstehen,versteht,verstand,verstanden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erheben,verb,erheben,erhebt,erhub,erhoben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erweitern,verb,erweitern,erweitert,erweiterte,erweitert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ermorden,verb,ermorden,ermordet,ermordete,ermordet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ergeben,verb,ergeben,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erstrecken,verb,erstrecken,erstreckt,erstreckte,erstreckt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verbreitet,verb,verbreitet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
füllen,verb,füllen,füllt,füllte,gefüllt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
zurückgehen,verb,zurückgehen,zurückgeht,zurückging,zurückgegangen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verbinden,verb,verbinden,verbindet,verband,verbunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
unterscheiden,verb,unterscheiden,unterscheidet,unterschied,unterschieden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
herstellen,verb,herstellen,herstellt,herstellte,hergestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
einstufen,verb,einstufen,einstuft,einstufte,eingestuft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erzeugen,verb,erzeugen,erzeugt,erzeugte,erzeugt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
prägen,verb,prägen,prägt,prägte,geprägt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
zulassen,verb,zulassen,zulässt,zuließ,zugelassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
zerstören,verb,zerstören,zerstört,zerstörte,zerstört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ausführen,verb,ausführen,ausführt,ausführte,ausgeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erwähnen,verb,erwähnen,erwähnt,erwähnte,erwähnt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
schützen,verb,schützen,schützt,schützte,geschützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verbreiten,verb,verbreiten,verbreitet,verbreitete,verbreitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ableiten,verb,ableiten,ableitet,ableitete,abgeleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
leiten,verb,leiten,leitet,leitete,geleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
dokumentieren,verb,dokumentieren,dokumentiert,dokumentierte,dokumentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
gestalten,verb,gestalten,gestaltet,gestaltete,gestaltet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
sprechen,verb,sprechen,spricht,sprach,gesprochen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
regeln,verb,regeln,regelt,regelte,geregelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bestimmen,verb,bestimmen,bestimmt,bestimmte,bestimmt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
lassen,verb,lassen,lässt,ließ,lassen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
einführen,verb,einführen,einführt,einführte,eingeführt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
